,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
4788,Cet obscur objet du désir,1977,0.0,105.0,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4789,The Toy,1982,0.0,102.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4790,Funeral in Berlin,1966,0.0,102.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4791,Don't Go in the House,1980,0.0,82.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4792,Dressed to Kill,1980,31899000.0,105.0,6.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4793,The Earthling,1980,0.0,97.0,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4794,The Exterminator,1980,0.0,101.0,6.1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
4795,The Falls,1980,0.0,195.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4796,Fame,1980,21202829.0,134.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4797,Fatso,1980,0.0,93.0,4.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4798,La femme de l'aviateur,1981,0.0,104.0,7.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4799,The Final Countdown,1980,16647800.0,103.0,6.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4800,The First Deadly Sin,1980,0.0,112.0,5.3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
4801,Flash Gordon,1980,27107960.0,111.0,6.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4802,The Angry Red Planet,1959,0.0,83.0,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4803,At the Earth's Core,1976,0.0,90.0,5.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4804,Empire of the Ants,1977,0.0,89.0,4.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4805,The Enforcer,1976,46236000.0,96.0,6.7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4806,An Eye for an Eye,1981,7496681.0,106.0,5.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4807,The Gauntlet,1977,26414658.0,109.0,6.6,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
4808,I Bury the Living,1958,0.0,76.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4809,Invasion U.S.A.,1985,0.0,107.0,5.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4810,Lone Wolf McQuade,1983,12232628.0,107.0,5.5,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
4811,Lord of the Flies,1990,0.0,90.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4812,Morons from Outer Space,1985,0.0,90.0,4.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4813,The People That Time Forgot,1977,0.0,90.0,5.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4814,Ocean's Eleven,1960,0.0,127.0,6.6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4815,The Sicilian,1987,0.0,116.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4816,The Stunt Man,1980,0.0,131.0,7.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
4817,Sudden Impact,1983,67642693.0,117.0,6.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4818,Behind Enemy Lines,2001,91753202.0,106.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4819,The Affair of the Necklace,2001,0.0,118.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4820,The Independent,2000,0.0,95.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4821,Porn Star: The Legend of Ron Jeremy,2001,0.0,80.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4822,Texas Rangers,2001,0.0,110.0,5.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4823,Ocean's Eleven,2001,450717150.0,116.0,7.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4824,باران,2001,0.0,94.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4825,The Business of Strangers,2001,0.0,84.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4826,The Incredible Shrinking Man,1957,0.0,81.0,7.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4827,No Man's Land,2001,0.0,98.0,7.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4828,Piñero,2001,0.0,103.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4829,And Then There Were None,1945,0.0,97.0,6.7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4830,Der blaue Engel,1930,0.0,108.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4831,Moscow on the Hudson,1984,25100000.0,115.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4832,The Owl and the Pussycat,1970,0.0,95.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4833,Le fabuleux destin d'Amélie Poulain,2001,173921954.0,122.0,7.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4834,Not Another Teen Movie,2001,66468332.0,89.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4835,Vanilla Sky,2001,203388341.0,136.0,6.5,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
4836,Iris,2001,0.0,91.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4837,Safar e Ghandehar,2001,0.0,85.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4838,Lantana,2001,0.0,121.0,6.4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
4839,The Royal Tenenbaums,2001,71441250.0,110.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4840,Bill & Ted's Bogus Journey,1991,0.0,98.0,5.9,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
4841,Clockwise,1986,0.0,96.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4842,The Trollenberg Terror,1958,0.0,84.0,4.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4843,The Holcroft Covenant,1985,0.0,112.0,5.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4844,Morgan: A Suitable Case for Treatment,1966,0.0,97.0,5.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4845,Sheena,1984,5778353.0,117.0,5.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
4846,Silent Rage,1982,10500000.0,103.0,5.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4847,Spacehunter: Adventures in the Forbidden Zone,1983,16500000.0,90.0,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4848,White Water Summer,1987,300859.0,90.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4849,How High,2001,31155435.0,93.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4850,Jimmy Neutron: Boy Genius,2001,80936232.0,83.0,5.6,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1
4851,Joe Somebody,2001,0.0,99.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4852,Kate & Leopold,2001,0.0,118.0,6.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
4853,The Lord of the Rings: The Fellowship of the Ring,2001,871368364.0,178.0,8.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4854,The Majestic,2001,37317558.0,152.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4855,A Beautiful Mind,2001,313542341.0,135.0,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4856,Otesánek,2001,0.0,132.0,7.2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
4857,The Convent,2000,0.0,79.0,5.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4858,The Defiant Ones,1958,0.0,96.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4859,Dodsworth,1936,0.0,101.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4860,Medium Cool,1969,0.0,111.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4861,Sahara,1943,0.0,97.0,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4862,Fritz the Cat,1972,0.0,78.0,6.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4863,The Nine Lives of Fritz the Cat,1974,0.0,77.0,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,The Party,1968,0.0,99.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,Separate Tables,1958,0.0,100.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4866,Yu pu tuan zhi: Tou qing bao jian,1991,396003.0,99.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4867,Topkapi,1964,0.0,119.0,6.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4868,Witness for the Prosecution,1957,9000000.0,116.0,8.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4869,Ali,2001,87713825.0,157.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4870,Black Hawk Down,2001,172989651.0,144.0,7.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4871,Charlotte Gray,2001,741394.0,121.0,6.1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4872,Yentl,1983,30400000.0,132.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4873,Gosford Park,2001,87754044.0,137.0,6.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4874,I Am Sam,2001,92542418.0,132.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4875,Monster's Ball,2001,44909486.0,111.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4876,The Shipping News,2001,0.0,111.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4877,The Big Heat,1953,0.0,89.0,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4878,Motorama,1991,0.0,90.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,Queen Bee,1955,0.0,95.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4880,Silent Trigger,1996,76382.0,93.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4881,Murder by Death,1976,0.0,94.0,7.4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
4882,The Servant,1963,0.0,116.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4883,The Waterdance,1992,0.0,106.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4884,Presque rien,2000,0.0,100.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4885,Orange County,2002,0.0,82.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4886,Le Pacte des loups,2001,70752904.0,137.0,6.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4887,Another 48 Hrs.,1990,153518974.0,95.0,5.8,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
4888,你那邊幾點,2001,0.0,116.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4889,China Moon,1994,0.0,99.0,5.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4890,The Umbrella Woman,1987,1155000.0,98.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4891,Maria's Lovers,1984,0.0,109.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4892,Romantic Comedy,1983,0.0,103.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4893,The Russia House,1990,0.0,122.0,6.3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4894,Truly Madly Deeply,1990,0.0,106.0,6.6,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
4895,Wuthering Heights,1970,0.0,104.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4896,California Suite,1978,0.0,103.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4897,The Long Gray Line,1955,0.0,138.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4898,The Flight of Dragons,1982,0.0,96.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4899,Dragonslayer,1981,14110013.0,108.0,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4900,Conan the Destroyer,1984,100000000.0,103.0,5.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4901,Fire and Ice,1983,760883.0,81.0,6.2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4902,Forbidden Zone,1980,0.0,74.0,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4903,The Formula,1980,8894289.0,117.0,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4904,Foxes,1980,4400000.0,106.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4905,Galaxina,1980,4865000.0,95.0,3.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4906,Impostor,2001,0.0,102.0,6.1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4907,Kung Pow: Enter the Fist,2002,0.0,81.0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4908,Snow Dogs,2002,0.0,99.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4909,48 Hrs.,1982,78868508.0,96.0,6.5,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
4910,Abschied - Brechts letzter Sommer,2000,0.0,91.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4911,Italiensk for begyndere,2000,0.0,112.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4912,Ha-Hesder,2000,0.0,102.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4913,Blankman,1994,0.0,96.0,4.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4914,Brainstorm,1983,10219460.0,106.0,6.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4915,Dragon: The Bruce Lee Story,1993,63513743.0,120.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4916,Jeder für sich und Gott gegen alle,1974,0.0,109.0,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4917,4 for Texas,1963,0.0,124.0,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4918,Herz aus Glas,1976,0.0,94.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4919,Little Dieter Needs to Fly,1997,0.0,80.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,M*A*S*H,1970,81600000.0,116.0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4921,Mrs. Soffel,1984,4385312.0,112.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4922,Seconds,1966,0.0,100.0,7.1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
4923,One-Eyed Jacks,1961,4300000.0,141.0,6.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4924,The Count of Monte Cristo,2002,75395048.0,131.0,7.3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
4925,The Mothman Prophecies,2002,55157539.0,119.0,6.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4926,A Walk to Remember,2002,41227069.0,101.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4927,American Adobo,2001,4.0,104.0,5.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4928,十七歲的單車,2001,0.0,113.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4929,Hey Happy,2001,0.0,0.0,3.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4930,Maelström,2000,0.0,87.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4931,Metropolis,2001,95789342.0,108.0,6.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4932,La Stanza del figlio,2001,0.0,99.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4933,Storytelling,2001,0.0,87.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4934,Waydowntown,2000,0.0,84.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4935,The Adventures of Huck Finn,1993,0.0,108.0,6.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4936,Cousins,1989,22030000.0,109.0,5.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4937,Falling in Love,1984,11129057.0,102.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4938,Young at Heart,1954,0.0,117.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4939,Slackers,2002,6413915.0,86.0,5.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4940,Birthday Girl,2001,0.0,93.0,6.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4941,A Rumor of Angels,2000,0.0,106.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4942,Rare Birds,2001,0.0,99.0,5.4,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4943,Caged Heat,1974,0.0,83.0,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4944,Carmen Jones,1954,0.0,105.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4945,The Five Heartbeats,1991,0.0,121.0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4946,Préparez vos mouchoirs,1978,0.0,108.0,6.9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4947,Les Valseuses,1974,0.0,117.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4948,Honky Tonk Freeway,1981,939423.0,107.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4949,Notre-Dame de Paris,1956,0.0,115.0,6.9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4950,Le Magnifique,1973,0.0,95.0,7.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4951,Big Fat Liar,2002,52970014.0,88.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4952,Collateral Damage,2002,78382433.0,108.0,5.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4953,Rollerball,2002,0.0,98.0,3.4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4954,"Scotland, Pa.",2001,0.0,104.0,5.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4955,Baby's Day Out,1994,16671505.0,99.0,5.8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4956,Bright Eyes,1934,0.0,85.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4957,Dimples,1936,0.0,79.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4958,Heidi,1937,0.0,88.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4959,The Man Who Loved Women,1983,11000000.0,110.0,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,Richard Pryor: Here and Now,1983,0.0,95.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,Rookie of the Year,1993,53579269.0,103.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4962,The Sandlot,1993,32416586.0,101.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4963,Vacas,1992,0.0,96.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4964,Don't Look Now,1973,0.0,110.0,7.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4965,Crossroads,2002,61141030.0,93.0,4.7,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
4966,Hart's War,2002,32287044.0,125.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4967,John Q,2002,102244770.0,116.0,7.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4968,Return to Never Land,2002,109862682.0,72.0,6.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4969,Super Troopers,2001,18492362.0,100.0,6.6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4970,The Good Son,1993,44456478.0,87.0,6.2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4971,Last Orders,2001,0.0,109.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4972,After the Fox,1966,0.0,108.0,5.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4973,The Bad and the Beautiful,1952,0.0,118.0,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4974,Cast a Giant Shadow,1966,0.0,146.0,5.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4975,Designing Woman,1957,0.0,118.0,5.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4976,Funny Lady,1975,0.0,136.0,5.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4977,The Heartbreak Kid,1972,0.0,106.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4978,Saturday Night and Sunday Morning,1960,0.0,89.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4979,Sleuth,1972,0.0,138.0,7.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4980,Stroszek,1977,0.0,107.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4981,Summer of '42,1971,0.0,103.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4982,A Touch of Class,1973,0.0,106.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4983,Town Without Pity,1961,0.0,105.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4984,Used Cars,1980,11715321.0,113.0,6.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4985,The Deadly Mantis,1957,0.0,79.0,5.3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4986,Dragonfly,2002,52322400.0,104.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4987,Queen of the Damned,2002,45479110.0,101.0,5.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4988,Big Bad Love,2001,0.0,111.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4989,Green Dragon,2001,0.0,115.0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4990,How to Kill Your Neighbor's Dog,2002,0.0,107.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4991,The Last Man,2000,0.0,95.0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,Maryam,2002,0.0,87.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4993,Mean Machine,2001,0.0,99.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4994,Monsoon Wedding,2001,0.0,114.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4995,Wendigo,2001,0.0,91.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4996,Scratch,2001,0.0,92.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,State Property,2002,2106838.0,88.0,4.4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4998,The Bad News Bears,1976,35323292.0,102.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4999,The Bad News Bears Go to Japan,1978,0.0,91.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,The Bad News Bears in Breaking Training,1977,19104350.0,100.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5001,"Hoří, má panenko",1967,0.0,71.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5002,The Lone Ranger,1956,0.0,86.0,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5003,The Lone Ranger and the Lost City of Gold,1958,0.0,81.0,6.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5004,Lásky jedné plavovlásky,1965,0.0,81.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5005,吸血鬼ハンターD ブラッドラスト,2000,0.0,103.0,7.0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1
5006,Smultronstället,1957,0.0,91.0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5007,Black Like Me,1964,0.0,105.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5008,Cattle Queen of Montana,1954,0.0,88.0,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5009,Under the Skin,1997,0.0,82.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5010,40 Days and 40 Nights,2002,0.0,94.0,5.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5011,We Were Soldiers,2002,114660784.0,138.0,6.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5012,Trouble Every Day,2001,0.0,101.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5013,The Arena,1974,0.0,82.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5014,The Big Bird Cage,1972,0.0,96.0,5.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5015,The Big Doll House,1971,0.0,95.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5016,La chiesa,1989,0.0,102.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5017,Cross Creek,1983,0.0,127.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5018,FernGully: The Last Rainforest,1992,32710894.0,76.0,6.1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5019,Virus,1980,0.0,101.0,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5020,Intersection,1994,21355893.0,98.0,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5021,"Jo Jo Dancer, Your Life Is Calling",1986,0.0,97.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5022,Deliria,1987,0.0,90.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5023,A Troll in Central Park,1994,71368.0,76.0,4.4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5024,Zombi 2,1979,0.0,91.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5025,The Amazing Quest of Ernest Bliss,1936,0.0,80.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5026,My Favorite Brunette,1947,0.0,87.0,6.6,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
5027,Royal Wedding,1951,0.0,93.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5028,Scarlet Street,1945,2948386.0,103.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
